hid,quintile,emp_status,region,housing,rururb,disab,disab_def,econat,econat_def,age,rank_tot,district,hhsize,mar_status,mar_status_def,gender,povqual,pstatus,pstatus_def,emp_status_def,edu_y,ethnic,reli,wt,ht,bmi,reg
70010/08,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,29,11.53518,105,2,6,Never married,Male,BECE,Non poor,1,1,9, Fante, Protestant,75.65,168.5,26.64459492,Western
70010/09,5,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,59,20.23363,105,2,5,Widowed,Female,None,Non poor,1,5,0, Fante, Islam,82.4,160.5,31.9872672,Western
70010/11,5,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,63,41.17263,105,1,5,Widowed,Female,None,Non poor,1,5,0, Ahanta, Pentecostal/Charismatic,81.45,161.5,31.22813408,Western
70010/14,4,Private Employee,1,Owning,Urban,2. Non Pwds,1,1,Employed,56,10.71788,105,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Fante, Protestant,0,0,0,Western
70011/01,5,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,41,16.08035,105,4,1,Married,Male,MSLC,Non poor,1,1,10,, Pentecostal/Charismatic,68.5,170,23.70242215,Western
70011/02,2,Private Employee,1,Owning,Urban,2. Non Pwds,1,1,Employed,26,4.878965,105,6,6,Never married,Female,SSS/Secondary,Non poor,1,4,15,, Other Christian,59,159,23.33768443,Western
70011/04,4,Private Employee,1,Owning,Urban,2. Non Pwds,1,1,Employed,39,12.36536,105,5,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Fante, Other Christian,70.5,177,22.50311213,Western
70011/05,5,Public Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,33,51.68594,105,2,6,Never married,Female,Tertiary,Non poor,1,3,15, Fante, Pentecostal/Charismatic,69,154,29.09428234,Western
70011/06,3,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,53,7.380671,105,5,5,Widowed,Female,MSLC,Non poor,1,5,10, Nzema, Catholic,70.75,162,26.95854291,Western
70011/07,5,Unemployed,1,Renting,Urban,2. Non Pwds,1,2,Unemployed,42,16.92102,105,2,3,Separated,Female,MSLC,Non poor,1,6,10, Fante, Pentecostal/Charismatic,84.95,167.5,30.27845845,Western
70011/08,5,Retired,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,58,19.52191,105,5,5,Widowed,Female,Voc/Tech/Teacher,Non poor,1,7,15, Ewe, Pentecostal/Charismatic,80.2,170,27.75086505,Western
70011/09,5,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,40,24.39793,105,1,6,Never married,Male,BECE,Non poor,1,1,9,, Catholic,69.55,164,25.85886377,Western
70011/10,5,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,39,16.81853,105,5,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Ewe, Pentecostal/Charismatic,64.7,161,24.96045677,Western
70011/11,4,Unemployed,1,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,25,12.67488,105,1,6,Never married,Male,SSS/Secondary,Non poor,1,6,12, Fante, Other Christian,61,169,21.3577956,Western
70011/13,5,Public Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,43,36.63694,105,1,6,Never married,Female,Tertiary,Non poor,1,3,15, Fante, Other Christian,71.9,163,27.06161316,Western
70011/14,3,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,9.60028,105,5,1,Married,Male,BECE,Non poor,1,1,9, Fante, Pentecostal/Charismatic,60.1,163,22.62034702,Western
70012/01,3,Retired,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,71,8.068609,105,2,5,Widowed,Female,MSLC,Non poor,1,7,10, Fante, Other Christian,54.05,150,24.02222222,Western
70012/02,4,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,71,14.59974,105,2,2,Consensual Union,Male,None,Non poor,1,5,8, Fante, Other Christian,64.3,172,21.73472147,Western
70012/03,2,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,41,6.222326,105,4,3,Separated,Female,BECE,Non poor,1,1,9, Fante, Pentecostal/Charismatic,65.7,171,22.46845183,Western
70012/05,4,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,29,11.38068,105,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,5,15, Fante, Protestant,67.95,168,24.0752551,Western
70012/06,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,47,11.53974,105,3,2,Consensual Union,Female,MSLC,Non poor,1,1,10, Ahanta, Pentecostal/Charismatic,87.8,155,36.54526535,Western
70012/07,3,Unemployed,1,Renting,Urban,2. Non Pwds,1,2,Unemployed,44,9.209703,105,4,1,Married,Female,MSLC,Non poor,1,6,10, Fante, Pentecostal/Charismatic,89.85,165,33.00275482,Western
70012/08,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,52,13.18896,105,2,3,Separated,Female,MSLC,Non poor,1,1,10, Ewe, Other Christian,94.6,165,34.74747475,Western
70012/10,5,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,25,18.65603,105,1,6,Never married,Male,BECE,Non poor,1,4,9," Akpafu, Lolobi, Likpe, Bowiri, Buem, Santrokofi, Akposo", Protestant,52.95,157,21.48160169,Western
70012/11,2,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,38,6.199383,105,6,2,Consensual Union,Female,None,Non poor,1,5,6, Fante, Other Christian,67,159,26.50211621,Western
70012/12,4,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,56,14.53272,105,3,1,Married,Male,None,Non poor,1,1,10, Fante, Pentecostal/Charismatic,55.75,164,20.72798929,Western
70012/13,4,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,69,11.32238,105,1,5,Widowed,Male,Voc/Tech/Teacher,Non poor,1,5,15, Ewe, Protestant,50.07,156,20.57445759,Western
70012/14,5,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,32,18.20274,105,1,6,Never married,Male,SSS/Secondary,Non poor,1,1,12, Kasena (Paga), Pentecostal/Charismatic,62,169,21.70792339,Western
70013/02,4,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,30,12.62014,105,4,1,Married,Male,BECE,Non poor,1,4,9, Fante, Protestant,73.18,175.5,23.75954741,Western
70013/03,5,Unemployed,1,Renting,Urban,2. Non Pwds,1,2,Unemployed,30,23.60399,105,2,1,Married,Female,SSS/Secondary,Non poor,1,6,12, Fante, Other Christian,67.9,159,26.85811479,Western
70013/04,5,Unemployed,1,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,25,19.63014,105,1,6,Never married,Female,BECE,Non poor,1,6,9, Ahanta, Other Christian,66.45,154,28.01905886,Western
70013/05,3,Private Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,38,7.407112,105,3,5,Widowed,Male,Voc/Tech/Teacher,Non poor,1,4,15, Mosi, Islam,52.45,170,18.14878893,Western
70013/06,2,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,74,6.412601,105,2,5,Widowed,Male,Voc/Tech/Teacher,Non poor,1,4,17, Ewe, Catholic,85,172,28.73174689,Western
70013/07,3,Public Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,34,8.355923,105,4,2,Consensual Union,Male,None,Non poor,1,3,8, Ewe, Other Christian,71.95,171,24.60586163,Western
70013/08,4,Self-employed (agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,35,15.69352,105,3,4,Divorced,Male,SSS/Secondary,Non poor,1,2,12, Ewe, No religion,58.76,174,19.40811204,Western
70013/09,4,Other Inactive,1,Perching,Urban,,1,3,Not in labor force,41,11.89061,105,6,5,Widowed,Female,Voc/Tech/Teacher,Non poor,1,5,15, Wasa, Catholic,84.95,167.5,30.27845845,Western
70013/10,5,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,29,16.68483,105,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,5,15, Fante, Pentecostal/Charismatic,69.55,182,20.99686028,Western
70013/11,4,Unemployed,1,Renting,Urban,2. Non Pwds,1,2,Unemployed,54,13.00112,105,5,5,Widowed,Female,None,Non poor,1,6,6, Fante, Islam,99,166,35.92683989,Western
70013/12,5,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,47,22.48287,105,3,1,Married,Female,Tertiary,Non poor,1,1,15, Fante, Protestant,105,164,39.03926234,Western
70013/14,3,Unemployed,1,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,27,8.749352,105,1,6,Never married,Male,Tertiary,Non poor,1,6,15, Asen (Assin), Protestant,68.79,173,22.9843964,Western
70013/15,5,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,31,21.06082,105,3,1,Married,Female,BECE,Non poor,1,1,9, Fante, Protestant,74.15,173,24.77530155,Western
70014/01,3,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,32,9.613577,105,4,1,Married,Female,Voc/Tech/Teacher,Non poor,1,5,15, Nanumba, Pentecostal/Charismatic,92.1,163,34.66445858,Western
70014/02,5,Public Employee,1,Owning,Urban,2. Non Pwds,1,1,Employed,27,18.59453,105,3,6,Never married,Male,Tertiary,Non poor,1,3,15, Kotokoli, Islam,80.3,171,27.46144113,Western
70014/03,5,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,46,30.1704,105,1,6,Never married,Male,SSS/Secondary,Non poor,1,1,13, Akyem, Other Christian,56.15,180,17.33024691,Western
70014/05,4,Unemployed,1,Owning,Urban,2. Non Pwds,1,2,Unemployed,37,10.95177,105,6,1,Married,Female,Voc/Tech/Teacher,Non poor,1,6,15, Fante, Pentecostal/Charismatic,76.4,161,29.47417152,Western
70014/06,4,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,41,13.63262,105,3,1,Married,Male,Voc/Tech/Teacher,Non poor,1,1,15, Fante, No religion,60,172,20.2812331,Western
70014/07,5,Self-employed (agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,57,33.87631,105,1,1,Married,Male,Tertiary,Non poor,1,2,15, Wasa, Pentecostal/Charismatic,70.2,169,24.57897132,Western
70014/09,5,Self-employed (non-agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,43,17.4656,105,1,6,Never married,Male,None,Non poor,1,1,6, Akyem, Other Christian,62.4,175,20.3755102,Western
70014/11,1,Private Employee,1,Owning,Urban,2. Non Pwds,1,1,Employed,50,4.090344,105,4,1,Married,Male,Tertiary,Poor,0,4,15, Fante, Pentecostal/Charismatic,80.95,176,26.13313533,Western
70014/12,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,40,14.55132,105,6,1,Married,Male,BECE,Non poor,1,1,9, Fante, Protestant,81.15,171,27.75212886,Western
70014/13,4,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,39,12.01791,105,3,1,Married,Male,SSS/Secondary,Non poor,1,5,12, Ahanta, Pentecostal/Charismatic,75,171,25.64891762,Western
70014/14,3,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,54,9.59505,105,3,1,Married,Male,SSS/Secondary,Non poor,1,5,13, Akuapem, Protestant,95.16,175,31.07265306,Western
70014/15,2,Public Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,38,6.023311,105,6,1,Married,Male,Tertiary,Non poor,1,3,15, Fante, Protestant,57.5,174,18.99194081,Western
70015/01,3,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,64,10.41263,105,5,5,Widowed,Female,None,Non poor,1,5,0, Ewe, Protestant,96.4,157.5,38.8611741,Western
70015/02,4,Unemployed,1,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,31,14.2162,105,4,1,Married,Female,Voc/Tech/Teacher,Non poor,1,6,15, Fante, Protestant,92,157,37.32402937,Western
70015/03,4,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,63,11.93906,105,2,1,Married,Male,MSLC,Non poor,1,5,10," Nankansi, Talensi & Gurense (Frafra)", Catholic,0,0,0,Western
70015/04,2,Other Inactive,1,Owning,Urban,2. Non Pwds,1,3,Not in labor force,60,6.822565,105,4,1,Married,Male,MSLC,Non poor,1,5,10, Fante, Catholic,65.4,158,26.19772472,Western
70015/05,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,34,11.21157,105,4,1,Married,Male,BECE,Non poor,1,1,9, Akyem, Protestant,0,0,0,Western
70015/06,3,Unemployed,1,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,38,7.895245,105,4,4,Divorced,Female,BECE,Non poor,1,6,9, Fante, Pentecostal/Charismatic,74.95,158,30.02323346,Western
70015/07,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,29,13.10589,105,3,6,Never married,Female,Voc/Tech/Teacher,Non poor,1,1,15, Fante, Protestant,74,159,29.27099403,Western
70015/08,4,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,50,13.64739,105,3,5,Widowed,Female,None,Non poor,1,1,7, Fante, Pentecostal/Charismatic,0,0,0,Western
70015/09,4,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,57,14.5587,105,2,5,Widowed,Female,MSLC,Non poor,1,5,10, Asante, Protestant,95,158,38.05479891,Western
70015/10,4,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,40,14.63562,105,3,1,Married,Male,BECE,Non poor,1,1,9, Fante, No religion,0,0,0,Western
70015/11,4,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,32,15.51933,105,4,1,Married,Male,BECE,Non poor,1,1,9, Fante, Pentecostal/Charismatic,62.45,172.5,20.98718757,Western
70015/12,3,Private Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,38,9.128406,105,4,1,Married,Male,BECE,Non poor,1,4,9, Fante, Pentecostal/Charismatic,74.45,170,25.76124567,Western
70015/13,3,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,46,10.00938,105,9,1,Married,Male,MSLC,Non poor,1,1,10, Ewe, Protestant,70.3,169,24.6139841,Western
70015/14,2,Unemployed,1,Renting,Urban,2. Non Pwds,1,2,Unemployed,50,6.167311,105,5,1,Married,Male,MSLC,Non poor,1,6,10," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", No religion,0,0,0,Western
70016/01,2,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,34,5.960877,105,4,1,Married,Male,Tertiary,Non poor,1,3,15, Fante, Catholic,71.95,174,23.76469811,Western
70016/03,4,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,47,14.46698,105,6,1,Married,Male,MSLC,Non poor,1,3,10, Ewe, Pentecostal/Charismatic,0,0,0,Western
70016/04,3,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,41,8.751057,105,4,1,Married,Male,Tertiary,Non poor,1,3,15, Akyem, Pentecostal/Charismatic,0,0,0,Western
70016/05,4,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,50,13.06952,105,5,1,Married,Male,MSLC,Non poor,1,3,10, Fante, Catholic,0,0,0,Western
70016/06,4,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,36,14.9077,105,5,1,Married,Male,SSS/Secondary,Non poor,1,3,12, Fante, Protestant,0,0,0,Western
70016/07,4,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,28,13.16816,105,1,6,Never married,Male,SSS/Secondary,Non poor,1,3,12, Akyem, Protestant,69.98,171,23.93215006,Western
70016/08,3,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,39,8.080046,105,5,1,Married,Male,Tertiary,Non poor,1,3,15, Fante, Protestant,93.5,181,28.54003236,Western
70016/09,4,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,48,11.08128,105,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Protestant,0,0,0,Western
70016/10,2,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,26,5.45469,105,5,1,Married,Male,SSS/Secondary,Non poor,1,3,12, Sefwi, Pentecostal/Charismatic,0,0,0,Western
70016/11,2,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,35,5.904921,105,3,1,Married,Female,SSS/Secondary,Non poor,1,3,12, Asante, Protestant,0,0,0,Western
70016/12,2,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,40,6.518226,105,5,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Boron (Brong) (including Banda), Pentecostal/Charismatic,82.7,174,27.31536531,Western
70016/15,3,Public Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,43,8.472367,105,3,1,Married,Male,MSLC,Non poor,1,3,10, Fante, Protestant,0,0,0,Western
70017/01,3,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,48,8.803561,105,4,1,Married,Female,MSLC,Non poor,1,1,10, Fante, Pentecostal/Charismatic,60,164,22.30814991,Western
70017/03,3,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,45,9.171758,105,3,4,Divorced,Female,MSLC,Non poor,1,5,8, Asante, Protestant,0,0,0,Western
70017/04,2,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,45,6.165088,105,7,4,Divorced,Female,MSLC,Non poor,1,4,10, Fante, Pentecostal/Charismatic,58.2,157,23.61150554,Western
70017/05,4,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,68,10.59871,105,4,5,Widowed,Female,None,Non poor,1,5,0, Akuapem, Pentecostal/Charismatic,0,0,0,Western
70017/06,3,Public Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,46,9.640603,105,7,1,Married,Male,Tertiary,Non poor,1,3,15, Fante, Other Christian,68.7,168,24.34098639,Western
70017/07,5,Private Employee,1,Owning,Urban,2. Non Pwds,1,1,Employed,49,21.51072,105,1,1,Married,Male,Tertiary,Non poor,1,4,15, Nzema, Pentecostal/Charismatic,0,0,0,Western
70017/10,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,36,13.12728,105,3,6,Never married,Female,None,Non poor,1,1,4," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,28,142,13.8861337,Western
70017/12,4,Unemployed,1,Renting,Urban,2. Non Pwds,1,2,Unemployed,65,11.92089,105,3,1,Married,Male,None,Non poor,1,6,0, Dagomba, Islam,0,0,0,Western
70017/13,5,Other Inactive,1,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,24,25.92012,105,1,6,Never married,Male,SSS/Secondary,Non poor,1,5,15, Fante, Pentecostal/Charismatic,75.2,172,25.41914548,Western
70017/14,3,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,72,9.387626,105,3,5,Widowed,Female,None,Non poor,1,5,0, Nzema, Protestant,62,168,21.96712018,Western
70017/15,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,27,11.08546,105,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,1,15, Fante, Protestant,68.3,170,23.63321799,Western
70018/02,3,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,46,8.640256,105,6,3,Separated,Female,Voc/Tech/Teacher,Non poor,1,1,15, Fante, Catholic,86.15,168,30.5236678,Western
70018/03,4,Other Inactive,1,Renting,Urban,,1,3,Not in labor force,44,10.82751,105,4,1,Married,Male,Tertiary,Non poor,1,5,15, Fante, Pentecostal/Charismatic,126.85,182,38.29549571,Western
70018/05,3,Unemployed,1,Owning,Urban,,1,2,Unemployed,37,8.491088,105,2,6,Never married,Male,None,Non poor,1,6,5, Fante, No religion,0,0,0,Western
70018/07,2,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,56,7.061289,105,4,5,Widowed,Female,None,Non poor,1,1,0, Fante, Pentecostal/Charismatic,67.85,154,28.60937764,Western
70018/08,1,Self-employed (non-agric),1,Owning,Urban,2. Non Pwds,1,1,Employed,55,3.962107,105,4,1,Married,Male,MSLC,Poor,0,1,10, Fante, Islam,56.15,166,20.37668747,Western
70018/09,3,Other Inactive,1,Renting,Urban,,1,3,Not in labor force,41,9.841818,105,4,2,Consensual Union,Male,BECE,Non poor,1,5,9, Fante, Pentecostal/Charismatic,0,0,0,Western
70018/10,3,Private Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,29,9.935292,105,1,6,Never married,Male,SSS/Secondary,Non poor,1,4,12, Fante, Pentecostal/Charismatic,56.85,166,20.63071563,Western
70018/11,3,Unemployed,1,Owning,Urban,,1,2,Unemployed,62,9.987445,105,2,1,Married,Male,None,Non poor,1,6,9, Fante, Catholic,0,0,0,Western
70018/12,5,Public Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,26,22.99742,105,1,6,Never married,Female,SSS/Secondary,Non poor,1,3,12, Ewe, Pentecostal/Charismatic,80.4,165,29.53168044,Western
70018/13,4,Unemployed,1,Renting,Urban,2. Non Pwds,1,2,Unemployed,31,12.73113,105,1,1,Married,Male,BECE,Non poor,1,6,9, Fante, Pentecostal/Charismatic,65.65,179,20.48937299,Western
70018/14,5,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,36,22.4202,105,2,2,Consensual Union,Male,SSS/Secondary,Non poor,1,4,12, Wasa, Pentecostal/Charismatic,0,0,0,Western
70019/01,2,Self-employed (agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,45,6.808376,105,7,5,Widowed,Female,None,Non poor,1,2,0, Fante, Pentecostal/Charismatic,0,0,0,Western
70019/02,3,Private Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,46,8.377287,105,5,1,Married,Male,None,Non poor,1,4,3, Ahanta, No religion,0,0,0,Western
70019/03,4,Self-employed (agric),1,Rent-free,Urban,2. Non Pwds,1,1,Employed,60,13.5256,105,2,1,Married,Male,MSLC,Non poor,1,2,10, Fante, Protestant,80.95,171,27.68373175,Western
70019/05,5,Private Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,33,25.90795,105,2,1,Married,Male,Tertiary,Non poor,1,4,15, Fante, Protestant,87.4,172.5,29.37198068,Western
70019/06,4,Self-employed (non-agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,27,11.23824,105,2,2,Consensual Union,Male,SSS/Secondary,Non poor,1,1,12, Fante, Protestant,60.65,167,21.74692531,Western
70019/07,5,Self-employed (agric),1,Renting,Urban,2. Non Pwds,1,1,Employed,65,20.10033,105,2,5,Widowed,Female,None,Non poor,1,2,0, Fante, Pentecostal/Charismatic,0,0,0,Western
70019/08,5,Other Inactive,1,Renting,Urban,2. Non Pwds,1,3,Not in labor force,70,26.70001,105,1,5,Widowed,Female,None,Non poor,1,5,0, Fante, Pentecostal/Charismatic,0,0,0,Western
70019/09,4,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,34,11.30406,105,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Ewe, Protestant,0,0,0,Western
70019/10,4,Unemployed,1,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,63,10.65733,105,3,5,Widowed,Female,None,Non poor,1,6,0, Fante, Pentecostal/Charismatic,77,159,30.45765595,Western
70019/12,5,Other Inactive,1,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,99,16.34115,105,2,5,Widowed,Female,None,Non poor,1,5,0, Fante, Pentecostal/Charismatic,0,0,0,Western
70019/13,3,Private Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,22,7.550884,105,2,6,Never married,Male,SSS/Secondary,Non poor,1,4,12, Fante, Protestant,55.25,162,21.05243103,Western
70019/15,3,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,24,10.2347,105,3,2,Consensual Union,Male,None,Non poor,1,4,0, Ahanta, Protestant,0,0,0,Western
70020/01,5,Private Employee,1,Rent-free,Urban,2. Non Pwds,1,1,Employed,39,31.25916,105,1,3,Separated,Female,Voc/Tech/Teacher,Non poor,1,4,15, Fante, Protestant,59.72,163,22.4773232,Western
70020/03,3,Private Employee,1,Renting,Urban,2. Non Pwds,1,1,Employed,34,9.745446,105,3,5,Widowed,Female,None,Non poor,1,4,6, Fante, Other Christian,56.9,163,21.41593587,Western
